station_id,timestamp,session_id,voltage,current,power_kw,temperature_c,error_code,message,duration_sec,energy_kwh
STN_003,2024-02-10 15:25:54.463403,SES_003222,245.71,34.93,8.582,39.18,0,Power delivery stable,275,0.6556
STN_005,2024-02-13 09:20:08.692612,SES_003477,241.7,27.71,6.697,31.2,0,Charging in progress,301,0.5599
STN_002,2024-01-26 09:10:35.151037,SES_002016,246.24,35.95,8.852,35.97,0,Charging in progress,278,0.6836
STN_008,2024-01-12 20:22:37.752955,SES_000943,240.34,30.99,7.449,36.65,0,Power delivery stable,289,0.598
STN_006,2024-01-19 10:54:40.282817,SES_001481,238.73,30.69,7.326,40.85,0,Charging complete,298,0.6064
STN_007,2024-01-13 17:50:08.869977,SES_001010,239.69,33.09,7.932,45.9,0,Charging complete,297,0.6544
STN_002,2024-02-06 17:25:26.230001,SES_002891,245.45,31.15,7.645,38.75,0,Charging in progress,297,0.6307
STN_003,2024-01-14 13:58:57.717711,SES_001058,246.48,30.75,7.58,33.59,0,Pilot signal OK,263,0.5538
STN_008,2024-02-11 20:01:10.947336,SES_003337,238.43,33.42,7.969,32.39,0,Vehicle handshake OK,285,0.6309
STN_002,2024-01-30 16:09:52.611398,SES_002333,244.7,31.2,7.634,42.43,0,Session started,320,0.6786
STN_004,2024-02-06 19:32:59.823927,SES_002906,241.49,,7.306,38.29,0,Charging in progress,270,0.5479
STN_003,2024-01-19 09:55:38.210080,SES_001464,245.72,34.7,8.525,39.15,0,Power delivery stable,310,0.7341
STN_002,2024-01-19 09:05:08.188406,SES_001452,243.2,32.22,7.835,40.03,0,Power delivery stable,281,0.6116
STN_001,2024-01-08 11:25:51.126554,SES_000564,242.85,29.99,7.282,39.9,0,Charging complete,200,0.4046
STN_007,2024-01-08 13:50:38.980896,SES_000613,236.03,31.53,7.442,46.72,0,Charging in progress,356,0.7359
STN_001,2024-01-13 14:18:35.495211,SES_000963,238.7,31.51,7.521,41.92,0,Charging complete,333,0.6957
STN_001,2024-02-27 12:00:55.114055,SES_004568,242.11,30.01,7.267,41.27,0,Power delivery stable,277,0.5592
STN_007,2024-01-14 11:29:20.615047,SES_001096,237.47,30.22,7.177,43.91,0,Charging complete,244,0.4864
STN_010,2024-02-14 15:01:01.635604,SES_003594,242.24,30.25,7.328,42.79,0,Charging complete,316,0.6432
STN_004,2024-01-04 14:06:33.283287,SES_000268,239.63,28.44,6.816,41.24,0,Pilot signal OK,354,0.6702
STN_007,2024-02-11 08:32:32.512310,SES_003333,239.36,31.39,7.514,41.86,0,Pilot signal OK,330,0.6888
STN_003,2024-02-29 17:29:04.345703,SES_004743,244.42,33.05,8.078,37.23,0,Vehicle handshake OK,241,0.5408
STN_010,2024-02-17 18:00:26.400351,SES_003837,241.07,30.94,7.458,37.54,0,Charging in progress,285,0.5904
STN_010,2024-02-29 10:13:43.195604,SES_004800,243.59,32.57,7.934,37.47,0,Session started,318,0.7008
STN_010,2024-02-24 17:27:05.486998,SES_004398,243.15,32.5,7.903,37.16,0,Vehicle handshake OK,344,0.7552
STN_001,2024-02-03 08:25:40.069518,SES_002648,243.22,32.29,7.855,38.34,0,Power delivery stable,269,0.5869
STN_008,2024-02-05 19:29:30.237139,SES_002863,240.78,32.97,7.939,34.86,0,Session started,306,0.6748
STN_008,2024-01-19 20:02:34.937455,SES_001498,240.86,29.95,7.214,33.96,0,Power delivery stable,302,0.6052
STN_006,2024-02-10 06:43:14.669442,SES_003241,239.38,29.7,7.11,35.94,0,Pilot signal OK,342,
STN_001,2024-02-25 21:21:26.266203,SES_004406,241.08,33.18,7.998,37.87,0,Power delivery stable,255,0.5665
STN_004,2024-02-02 07:00:07.447580,SES_002588,241.09,32.99,7.953,33.6,0,Charging in progress,321,0.7091
STN_002,2024-01-05 15:11:57.321210,SES_000331,243.86,34.75,8.475,34.3,0,Vehicle handshake OK,334,0.7863
STN_009,2024-01-24 13:59:01.614660,SES_001905,236.67,31.79,7.525,,0,Charging in progress,296,0.6187
STN_007,2024-02-11 19:14:56.873244,SES_003331,237.82,29.96,7.126,43.14,0,Charging complete,274,0.5424
STN_001,2024-02-06 07:38:26.876930,SES_002887,241.89,32.24,7.798,38.43,0,Pilot signal OK,303,0.6563
STN_004,2024-01-26 19:39:48.241956,SES_002026,240.45,31.81,7.649,40.17,0,Pilot signal OK,290,0.6162
STN_008,2024-01-27 18:42:29.515896,SES_002143,242.72,31.98,7.762,37.83,0,Pilot signal OK,311,0.6706
STN_005,2024-01-16 06:26:05.147072,SES_001238,240.53,29.13,7.006,33.28,0,Power delivery stable,292,0.5683
STN_008,2024-01-12 07:22:10.830364,SES_000938,236.06,33.61,7.934,36.54,0,Charging in progress,331,0.7295
STN_006,2024-01-04 06:32:31.239651,SES_000281,241.19,28.92,6.975,38.31,0,Session started,297,0.5754
STN_007,2024-02-03 21:17:15.001793,SES_002689,237.54,26.81,6.368,44.46,0,Charging in progress,308,0.5448
STN_009,2024-02-12 09:52:09.292014,SES_003428,239.42,31.44,7.527,33.14,0,Charging in progress,335,0.7004
STN_001,2024-02-04 16:46:30.456640,SES_002723,238.46,31.19,7.437,43.0,0,Charging complete,252,0.5206
STN_005,2024-01-14 08:41:20.505386,SES_001075,240.31,26.94,6.473,32.14,0,Vehicle handshake OK,296,0.5322
STN_008,2024-02-12 10:13:05.631361,SES_003417,235.48,,7.753,37.62,0,Pilot signal OK,301,0.6482
STN_001,2024-01-03 18:07:00.854858,SES_000165,240.57,32.0,7.699,44.75,0,Pilot signal OK,318,0.6801
STN_005,2024-02-01 15:56:07.922401,SES_002514,238.14,29.29,6.975,39.73,0,Power delivery stable,314,0.6084
STN_003,2024-01-25 18:58:16.237767,SES_001941,243.08,32.39,7.874,41.69,0,Charging in progress,241,0.5271
STN_002,2024-02-10 16:09:38.058666,SES_003214,243.07,29.49,7.167,37.61,0,Power delivery stable,317,0.6311
STN_001,2024-02-12 19:24:01.721833,SES_003361,241.15,29.88,7.206,40.25,0,Vehicle handshake OK,342,0.6846
STN_010,2024-02-15 07:02:22.753176,SES_003674,240.17,30.67,7.365,39.03,0,Session started,264,0.5401
STN_005,2024-01-25 11:52:07.790880,SES_001954,241.75,25.51,6.166,36.31,0,Pilot signal OK,274,0.4693
STN_005,2024-01-07 13:26:07.466333,SES_000516,242.24,27.97,6.776,33.86,0,Charging in progress,277,0.5214
STN_008,2024-02-10 21:32:08.781902,SES_003257,242.67,33.5,8.128,35.85,0,Vehicle handshake OK,306,0.6909
STN_007,2024-01-28 10:53:26.222977,SES_002211,238.37,28.15,6.71,41.24,0,Pilot signal OK,293,0.5461
STN_002,2024-01-30 09:28:04.346100,SES_002334,245.16,31.02,7.605,34.3,0,Session started,273,0.5767
STN_010,2024-02-07 08:44:49.237550,SES_003035,241.36,31.1,7.507,38.99,0,Charging complete,321,0.6694
STN_009,2024-02-28 21:54:14.029741,SES_004712,236.65,34.05,8.059,36.69,0,Pilot signal OK,299,0.6693
STN_005,2024-02-06 16:44:17.833865,SES_002914,241.39,26.34,6.358,35.3,0,Power delivery stable,310,0.5475
STN_007,2024-01-22 19:43:12.986975,SES_001733,234.89,29.0,6.812,45.27,0,Vehicle handshake OK,278,0.526
STN_010,2024-01-06 08:40:17.695124,SES_000475,245.24,30.09,7.38,34.12,0,Vehicle handshake OK,323,0.6621
STN_010,2024-01-19 17:01:05.886022,SES_001514,241.92,28.11,6.8,34.12,0,Charging complete,305,0.5761
STN_010,2024-01-07 08:21:48.875236,SES_000558,237.64,32.51,7.725,34.12,0,Vehicle handshake OK,261,0.5601
STN_003,2024-02-04 15:20:30.826827,SES_002738,243.78,37.9,9.239,33.59,0,Vehicle handshake OK,280,0.7186
STN_007,2024-01-14 21:16:26.705197,SES_001091,232.47,28.83,6.702,39.4,0,Power delivery stable,314,0.5846
STN_005,2024-02-28 10:20:55.069787,SES_004678,240.79,29.24,7.042,36.71,0,Power delivery stable,297,0.581
STN_008,2024-01-30 07:32:27.149978,SES_002382,242.38,33.74,8.178,33.34,0,Pilot signal OK,332,0.7542
STN_003,2024-02-22 07:38:41.863157,SES_004182,244.24,31.28,7.64,40.8,0,Charging complete,247,0.5242
STN_010,2024-01-07 14:13:54.489822,SES_000560,242.67,29.21,7.09,36.7,0,Charging complete,322,0.6342
STN_002,2024-01-28 06:48:23.622195,SES_002171,248.76,31.75,7.898,41.96,0,Charging in progress,258,0.566
STN_003,2024-02-24 09:10:42.686146,SES_004339,243.19,32.39,7.876,35.28,0,Vehicle handshake OK,316,0.6913
STN_005,2024-01-25 08:22:44.790633,SES_001958,240.66,27.15,6.534,33.8,0,Pilot signal OK,315,0.5717
STN_006,2024-01-25 06:40:01.477569,SES_001967,237.78,30.87,7.339,43.08,0,Charging complete,251,0.5117
STN_001,2024-01-31 18:40:16.891630,SES_002403,,33.91,8.261,40.11,0,Vehicle handshake OK,340,0.7802
STN_003,2024-01-17 06:44:04.952084,SES_001303,246.47,32.21,7.939,34.78,0,Charging complete,292,0.6439
STN_002,2024-02-29 18:41:59.227927,SES_004736,244.36,31.66,7.737,35.76,0,Vehicle handshake OK,323,0.6942
STN_001,2024-02-23 14:35:31.189974,SES_004248,242.65,29.0,7.037,36.94,0,Pilot signal OK,211,0.4124
STN_003,2024-02-21 19:05:00.519105,SES_004101,243.22,33.01,8.028,37.39,0,Vehicle handshake OK,290,0.6467
STN_009,2024-02-14 13:58:38.362268,SES_003586,241.16,33.1,7.982,31.55,0,Charging complete,300,0.6652
STN_001,2024-01-06 17:01:30.452178,SES_000405,241.01,33.17,7.993,41.76,0,Pilot signal OK,276,0.6128
STN_007,2024-02-14 07:07:47.610645,SES_003572,240.04,28.59,6.862,40.99,0,Session started,251,0.4784
STN_003,2024-02-15 13:35:13.807915,SES_003622,242.21,33.03,7.999,38.1,0,Charging in progress,294,0.6533
STN_008,2024-02-22 08:31:13.244861,SES_004224,238.86,30.94,7.391,30.73,0,Pilot signal OK,309,0.6344
STN_009,2024-01-25 14:12:16.960028,SES_001990,239.59,32.73,7.841,41.81,0,Charging in progress,274,0.5968
STN_002,2024-02-14 15:43:39.333377,SES_003533,247.67,35.24,8.728,38.94,0,Pilot signal OK,310,0.7516
STN_008,2024-02-21 06:44:17.446984,SES_004144,238.07,31.58,7.52,33.53,0,Vehicle handshake OK,287,0.5995
STN_006,2024-02-05 10:30:25.416648,SES_002846,235.63,31.25,7.364,35.94,0,Charging in progress,256,0.5237
STN_010,2024-01-10 13:23:56.251743,SES_000800,241.25,30.71,7.408,43.79,0,Session started,346,0.712
STN_007,2024-02-19 16:22:55.619621,SES_003971,237.05,29.63,7.023,40.6,0,Charging complete,337,0.6574
STN_010,2024-01-05 13:34:20.570521,SES_000393,244.17,30.97,7.563,35.32,0,Pilot signal OK,284,0.5966
STN_004,2024-02-17 18:14:03.065042,SES_003790,240.62,29.98,7.213,38.93,0,Charging complete,360,0.7213
STN_002,2024-02-04 16:15:23.124665,SES_002730,247.44,33.16,8.204,40.96,0,Charging complete,286,0.6518
STN_008,2024-01-24 12:15:01.169679,SES_001898,243.45,32.07,7.807,32.32,0,Vehicle handshake OK,271,0.5877
STN_007,2024-02-13 14:14:42.383235,SES_003493,234.84,29.66,6.966,41.15,0,Charging in progress,295,0.5708
STN_003,2024-02-21 21:58:30.725446,SES_004100,244.54,29.55,7.226,39.81,0,Session started,329,0.6604
STN_009,2024-02-09 21:58:11.096970,SES_003190,237.32,32.95,7.82,34.1,0,Pilot signal OK,282,0.6126
STN_010,2024-01-19 12:11:24.224738,SES_001513,240.36,30.37,7.3,43.4,0,Vehicle handshake OK,311,0.6306
STN_009,2024-01-17 13:04:40.034783,SES_001346,239.32,29.56,7.073,35.78,0,Session started,317,0.6228
STN_002,2024-02-23 19:42:40.006618,SES_004249,250.02,30.44,7.611,39.68,0,Power delivery stable,212,0.4482
STN_010,2024-01-31 21:12:36.293613,SES_002477,241.6,32.28,7.8,39.44,0,Charging in progress,340,0.7367
STN_004,2024-02-06 07:21:17.381940,SES_002905,242.54,33.81,8.201,33.6,0,Session started,329,0.7495
STN_006,2024-02-28 19:29:20.664290,SES_004686,238.97,31.55,7.538,40.21,0,Session started,323,0.6763
STN_007,2024-01-16 09:18:15.348408,SES_001249,,28.93,6.788,42.94,0,Charging in progress,267,0.5034
STN_008,2024-02-06 13:50:59.224104,SES_002942,239.71,33.39,8.004,34.67,0,Session started,303,0.6737
STN_007,2024-01-27 21:52:06.600459,SES_002129,238.92,28.19,6.734,43.27,0,Session started,324,0.6061
STN_009,2024-02-27 19:18:38.603444,SES_004625,237.13,30.21,7.163,37.14,0,Session started,323,0.6427
STN_008,2024-01-15 18:54:58.508787,SES_001177,289.64,29.52,8.55,36.28,101,Voltage spike detected,269,0.536
STN_002,2024-01-29 11:23:38.450019,SES_002252,242.94,32.19,7.82,35.78,0,Vehicle handshake OK,261,0.5669
STN_008,2024-02-04 19:54:49.460941,SES_002777,239.67,34.41,8.247,37.88,0,Vehicle handshake OK,340,0.7789
STN_006,2024-01-11 11:41:41.234708,SES_000848,233.47,30.1,7.027,39.16,0,Vehicle handshake OK,288,0.5622
STN_006,2024-02-25 06:12:53.823934,SES_004444,237.75,31.35,7.453,38.92,0,Vehicle handshake OK,294,0.6087
STN_008,2024-02-23 15:19:38.755597,SES_004304,239.28,29.96,7.17,36.41,0,Session started,342,0.6812
STN_010,2024-01-05 10:52:44.235131,SES_000398,239.37,30.54,7.31,34.12,0,Charging complete,291,0.5909
STN_002,2024-01-02 21:03:49.763797,SES_000096,244.62,28.65,7.009,35.79,0,Charging in progress,279,0.5432
STN_010,2024-01-03 14:52:38.244544,SES_000240,241.15,29.0,6.994,35.55,0,Charging complete,341,0.6625
STN_007,2024-01-28 12:22:32.098461,SES_002214,238.98,30.08,7.188,44.18,0,Charging in progress,280,0.5591
STN_007,2024-01-20 16:35:09.876725,SES_001574,237.16,26.43,6.268,40.91,0,Pilot signal OK,336,0.585
STN_003,2024-02-15 20:56:26.592440,SES_003623,,32.67,8.119,39.09,0,Power delivery stable,293,0.6608
STN_005,2024-01-25 11:32:07.790880,SES_001954,242.68,27.39,6.647,29.83,0,Vehicle handshake OK,328,0.6056
STN_008,2024-01-31 11:10:11.569040,SES_002459,240.03,31.37,7.53,31.92,0,Charging in progress,304,0.6359
STN_004,2024-01-23 10:08:50.978649,SES_001785,243.11,29.88,7.263,36.27,0,Charging in progress,257,0.5185
STN_004,2024-01-12 13:05:36.102766,SES_000908,244.07,30.15,7.36,96.61,301,Thermal limit warning,309,0.6317
STN_001,2024-01-03 14:42:59.875994,SES_000168,240.15,32.06,7.699,41.83,0,Vehicle handshake OK,283,0.6052
STN_005,2024-01-10 19:23:19.381575,SES_000758,242.29,27.74,6.721,31.36,0,Charging complete,281,0.5246
STN_001,2024-01-28 06:51:23.310560,SES_002165,240.61,30.27,7.284,41.75,0,Charging in progress,327,0.6616
STN_007,2024-01-15 06:11:16.389512,SES_001169,238.08,31.32,7.455,41.32,0,Charging complete,312,0.6461
STN_004,2024-01-05 13:02:44.262176,SES_000345,238.2,32.31,7.697,33.6,0,Session started,311,0.6649
STN_004,2024-01-03 15:01:56.118551,SES_000190,242.52,30.32,,36.33,0,Charging complete,307,0.6271
STN_006,2024-01-21 14:57:34.987134,SES_001648,237.53,,6.757,35.94,0,Session started,240,0.4505
STN_003,2024-02-15 13:20:13.807915,SES_003622,244.93,33.3,8.156,34.76,0,Vehicle handshake OK,280,0.6344
STN_003,2024-01-22 10:48:07.882332,SES_001697,243.97,32.66,7.968,35.35,0,Session started,312,0.6906
STN_007,2024-01-01 12:05:23.901704,SES_000050,237.81,29.66,7.053,39.4,0,Vehicle handshake OK,329,
STN_005,2024-02-24 14:10:57.286068,SES_004354,240.12,29.03,6.971,39.29,0,Session started,310,0.6003
STN_004,2024-02-25 06:56:17.343557,SES_004432,242.05,31.81,7.698,37.09,0,Charging in progress,337,0.7206
STN_005,2024-02-22 07:38:14.187987,SES_004195,235.74,31.51,7.429,29.83,0,Charging complete,304,0.6273
STN_005,2024-02-03 11:09:43.297978,SES_002680,241.66,27.85,,33.78,0,Charging in progress,331,0.6188
STN_002,2024-02-09 18:06:53.212372,SES_003132,246.27,30.34,7.471,35.35,0,Power delivery stable,302,0.6267
STN_007,2024-02-25 12:10:14.858452,SES_004451,235.41,26.97,6.348,47.63,0,Power delivery stable,282,0.4973
STN_004,2024-01-09 17:04:50.455037,SES_000667,241.15,31.48,7.592,37.35,0,Pilot signal OK,325,0.6854
STN_004,2024-01-21 20:30:10.118627,SES_001628,238.16,28.95,6.894,39.55,0,Power delivery stable,343,0.6568
STN_008,2024-01-08 15:59:52.587478,SES_000624,242.19,34.33,8.314,35.36,0,Pilot signal OK,265,0.612
STN_004,2024-01-25 11:01:13.860408,SES_001951,239.91,30.33,7.276,33.6,0,Charging in progress,313,0.6326
STN_007,2024-02-27 20:06:22.081689,SES_004614,233.17,29.73,6.932,45.85,0,Session started,326,0.6277
STN_007,2024-01-06 07:34:08.705642,SES_000454,237.06,29.0,6.875,41.16,0,Pilot signal OK,318,0.6073
STN_007,2024-02-27 19:39:04.867646,SES_004609,238.52,31.13,7.426,46.36,0,Power delivery stable,277,0.5714
STN_005,2024-01-27 21:06:18.039083,SES_002119,240.88,29.8,7.178,36.77,0,Charging complete,311,0.6201
STN_010,2024-01-31 09:13:11.808345,SES_002479,239.83,32.57,7.81,38.14,0,Vehicle handshake OK,301,0.653
STN_009,2024-02-14 12:59:51.822018,SES_003590,234.73,31.03,7.284,31.55,0,Vehicle handshake OK,313,0.6333
STN_002,2024-02-04 15:29:50.619709,SES_002729,247.18,29.48,7.286,36.56,0,Charging complete,330,0.6679
STN_009,2024-01-06 08:23:36.824994,SES_000469,240.16,31.31,7.52,31.55,0,Vehicle handshake OK,323,0.6747
STN_008,2024-01-19 19:20:51.787677,SES_001503,241.89,31.26,7.562,39.18,0,Charging in progress,282,0.5924
STN_003,2024-02-05 06:11:29.563087,SES_002824,245.91,35.53,8.738,36.73,0,Vehicle handshake OK,265,0.6432
STN_006,2024-02-03 16:12:23.134944,SES_002685,238.19,31.91,7.601,39.31,0,Vehicle handshake OK,317,0.6693
STN_010,2024-02-16 20:13:56.861569,SES_003756,242.39,33.38,8.09,40.78,0,Charging in progress,278,0.6247
STN_002,2024-02-14 06:55:57.464530,SES_003530,241.36,32.11,7.75,40.55,0,Vehicle handshake OK,214,0.4607
STN_002,2024-01-06 18:44:41.751156,SES_000412,245.91,29.76,7.319,40.06,0,Power delivery stable,307,0.6241
STN_008,2024-01-08 15:44:52.587478,SES_000624,241.02,31.36,7.559,30.73,0,Power delivery stable,275,0.5774
STN_001,2024-02-13 13:08:11.396037,SES_003446,241.44,31.51,7.607,36.94,0,Vehicle handshake OK,303,0.6403
STN_001,2024-01-29 10:11:40.560115,SES_002247,239.85,30.67,7.356,43.86,0,Charging complete,281,0.5742
STN_008,2024-02-24 17:05:25.656679,SES_004383,238.59,31.61,7.541,30.73,0,Power delivery stable,280,0.5865
STN_006,2024-02-09 22:06:03.226237,SES_003165,239.72,30.25,7.252,41.54,0,Charging in progress,273,0.5499
STN_008,2024-01-01 13:35:22.511233,SES_000061,240.18,33.17,7.968,33.83,0,Pilot signal OK,288,0.6374
STN_005,2024-01-15 19:00:27.787789,SES_001155,240.77,27.5,6.622,29.83,0,Pilot signal OK,319,0.5868
STN_007,2024-02-07 07:25:47.586262,SES_003015,234.18,31.47,7.371,47.48,0,Charging in progress,304,0.6224
STN_007,2024-01-31 14:06:35.019881,SES_002449,234.29,,7.35,39.4,0,Power delivery stable,317,0.6472
STN_005,2024-01-05 14:47:44.257349,SES_000357,239.05,26.35,6.3,35.03,0,Power delivery stable,298,0.5215
STN_009,2024-02-10 18:35:18.508732,SES_003271,239.11,31.57,7.55,34.6,0,Charging in progress,303,0.6355
STN_001,2024-02-09 20:01:35.640439,SES_003128,241.78,32.79,7.929,46.44,0,Session started,275,0.6057
STN_003,2024-01-16 19:42:20.724785,SES_001220,245.76,32.85,8.073,33.59,0,Vehicle handshake OK,248,0.5561
STN_002,2024-02-13 20:09:13.110207,SES_003450,243.98,31.19,7.609,35.82,0,Charging complete,343,0.725
STN_009,2024-02-23 11:22:34.955710,SES_004311,234.09,30.39,7.115,32.82,0,Session started,358,0.7075
STN_008,2024-01-03 22:12:01.121687,SES_000219,240.04,31.39,7.534,35.58,0,Charging in progress,289,0.6048
STN_004,2024-02-25 17:43:07.764304,SES_004429,245.89,27.68,6.807,38.5,0,Charging in progress,315,0.5956
STN_004,2024-02-12 18:13:18.495018,SES_003386,241.19,28.33,6.833,40.69,0,Charging in progress,289,0.5485
STN_009,2024-01-13 06:17:38.955754,SES_001031,239.4,35.11,8.406,36.93,0,Pilot signal OK,341,0.7962
STN_006,2024-01-24 20:55:57.997508,SES_001884,241.39,27.27,6.582,44.19,0,Charging in progress,310,0.5668
STN_004,2024-01-04 12:15:25.504138,SES_000266,238.68,33.78,8.063,34.91,0,Charging complete,297,0.6652
STN_006,2024-02-28 08:11:05.788841,SES_004687,238.58,30.37,7.247,44.5,0,Power delivery stable,279,0.5616
STN_007,2024-02-08 19:34:04.000008,SES_003092,236.03,30.22,7.134,,0,Vehicle handshake OK,356,0.7055
STN_010,2024-01-05 08:53:02.751358,SES_000400,242.69,30.48,7.396,37.21,0,Charging in progress,254,0.5218
STN_008,2024-02-04 16:35:19.567137,SES_002784,239.06,30.58,7.311,33.78,0,Vehicle handshake OK,277,0.5625
STN_004,2024-01-31 17:03:57.898742,SES_002427,243.07,32.26,7.841,38.57,0,Pilot signal OK,326,0.71
STN_009,2024-01-20 09:37:35.577244,SES_001587,237.41,31.25,7.418,31.55,0,Charging complete,320,0.6594
STN_010,2024-01-11 21:44:34.107094,SES_000873,233.82,30.07,7.031,35.21,0,Charging in progress,276,0.539
STN_004,2024-02-27 19:32:39.161473,SES_004585,243.72,66.1,16.11,35.19,201,Current draw exceeded threshold,297,0.61
STN_007,2024-02-14 06:16:38.561776,SES_003576,238.09,27.64,6.58,41.8,0,Charging complete,281,0.5136
STN_006,2024-02-12 12:34:36.163375,SES_003404,238.14,0.0,0.0,39.68,401,Communication timeout,315,0.0
STN_008,2024-01-19 20:17:34.937455,SES_001498,241.47,32.12,7.757,37.17,0,Charging in progress,314,0.6766
STN_003,2024-01-07 15:02:16.621125,SES_000504,242.06,35.83,8.672,37.31,0,Charging in progress,312,0.7516
STN_007,2024-01-21 18:11:11.185952,SES_001651,239.58,26.16,6.267,44.79,0,Power delivery stable,266,0.4631
STN_002,2024-01-18 12:07:26.881059,SES_001372,243.03,30.39,7.386,36.1,0,Power delivery stable,293,0.6011
STN_010,2024-01-19 12:32:45.426111,SES_001518,238.89,33.03,7.891,38.79,0,Session started,363,0.7957
STN_010,2024-01-29 14:18:05.415230,SES_002319,243.06,28.95,7.036,40.54,0,Charging complete,175,0.342
STN_001,2024-01-12 09:26:23.105448,SES_000883,239.95,34.69,8.323,39.95,0,Charging in progress,262,0.6057
STN_003,2024-01-09 10:41:02.389931,SES_000663,243.74,30.89,7.53,33.59,0,Power delivery stable,285,0.5961
STN_004,2024-02-15 21:09:19.974781,SES_003626,240.91,30.78,7.414,38.82,0,Charging in progress,325,0.6693
STN_006,2024-01-31 16:46:08.427780,SES_002444,237.91,29.6,7.042,44.47,0,Charging complete,303,0.5927
STN_007,2024-01-09 18:48:23.158244,SES_000689,235.77,32.02,7.549,46.83,0,Vehicle handshake OK,278,0.583
STN_001,2024-01-03 14:41:59.436357,SES_000163,238.35,33.76,8.046,39.58,0,Charging in progress,315,0.704
STN_002,2024-01-16 15:52:36.901575,SES_001216,243.07,30.73,7.47,35.74,0,Charging complete,308,0.6391
STN_003,2024-02-23 14:23:52.981966,SES_004260,248.38,,8.244,41.12,0,Vehicle handshake OK,280,0.6412
STN_005,2024-02-02 16:53:42.080083,SES_002598,244.45,28.85,7.053,35.27,0,Session started,282,0.5525
STN_002,2024-02-06 19:34:00.092128,SES_002890,246.02,30.08,7.399,40.29,0,Charging in progress,254,0.522
STN_002,2024-02-24 06:57:49.209788,SES_004333,249.37,31.23,7.788,37.71,0,Power delivery stable,271,0.5863
STN_004,2024-01-21 17:20:09.429753,SES_001626,239.82,31.06,7.449,37.19,0,Charging complete,291,0.6021
STN_007,2024-01-29 08:35:45.480543,SES_002296,240.64,28.56,6.874,45.02,0,Session started,300,0.5728
STN_001,2024-02-24 13:54:36.216551,SES_004322,237.38,32.92,7.814,45.81,0,Pilot signal OK,378,0.8205
STN_005,2024-02-18 18:22:07.660774,SES_003878,237.23,25.02,5.935,34.47,0,Charging complete,303,0.4995
STN_005,2024-01-11 14:56:22.161875,SES_000837,240.62,27.94,6.723,29.83,0,Power delivery stable,302,0.564
STN_007,2024-02-06 19:09:14.701511,SES_002934,233.79,30.1,7.038,46.19,0,Charging complete,270,0.5279
STN_003,2024-02-23 14:19:51.147557,SES_004261,244.45,31.78,7.768,38.79,0,Pilot signal OK,304,0.656
STN_007,2024-01-23 19:18:08.469883,SES_001813,233.73,30.59,7.149,42.18,0,Power delivery stable,286,0.5679
STN_008,2024-02-19 09:58:12.262036,SES_003980,238.29,33.39,7.955,30.73,0,Charging complete,263,0.5812
STN_006,2024-01-28 20:31:10.676412,SES_002207,240.55,0.39,,40.31,0,Charging in progress,315,0.0
STN_006,2024-02-07 15:44:28.441321,SES_003005,238.38,32.58,7.767,35.94,0,Pilot signal OK,297,0.6408
STN_009,2024-02-06 17:31:47.863585,SES_002946,236.17,34.52,8.153,37.59,0,Power delivery stable,243,0.5503
STN_008,2024-01-25 10:56:09.440532,SES_001979,238.94,34.61,8.27,38.61,0,Charging in progress,320,0.7351
STN_001,2024-02-07 08:55:09.323355,SES_002961,245.31,32.46,7.962,44.35,0,Charging in progress,360,0.7962
STN_001,2024-01-05 12:37:46.682184,SES_000323,241.38,30.39,7.335,38.27,0,Vehicle handshake OK,282,0.5746
STN_008,2024-01-10 19:50:30.001551,SES_000780,240.3,30.16,7.247,31.98,0,Charging in progress,292,0.5878
STN_003,2024-01-22 12:16:31.336520,SES_001704,244.88,34.29,8.398,39.0,0,Vehicle handshake OK,279,0.6508
STN_009,2024-01-02 16:05:25.215065,SES_000149,236.89,34.01,8.056,38.69,0,Charging complete,307,0.687
STN_002,2024-01-16 11:33:43.016534,SES_001215,245.93,33.04,8.126,38.28,0,Charging complete,313,0.7065
STN_003,2024-02-14 12:08:22.213759,SES_003544,246.16,31.44,7.739,37.05,0,Charging in progress,279,0.5998
STN_005,2024-01-17 10:46:09.904905,SES_001318,238.72,27.76,6.627,37.65,0,Pilot signal OK,294,0.5412
STN_003,2024-02-21 16:39:45.750208,SES_004097,,36.17,8.789,37.76,0,Charging in progress,311,0.7593
STN_004,2024-01-31 18:04:09.718215,SES_002426,241.32,29.69,7.164,34.85,0,Charging complete,347,0.6905
STN_004,2024-02-19 06:48:22.659815,SES_003950,246.16,33.77,8.314,36.72,0,Charging complete,331,0.7644
STN_006,2024-02-25 17:45:30.217866,SES_004448,238.07,28.81,6.859,39.97,0,Charging in progress,308,
STN_010,2024-02-22 21:39:55.552541,SES_004238,241.55,31.14,7.522,38.65,0,Power delivery stable,247,0.5161
STN_003,2024-02-09 19:08:24.926774,SES_003142,243.47,33.29,8.104,37.47,0,Session started,297,0.6686
STN_010,2024-01-16 12:52:08.870089,SES_001277,243.93,30.1,7.342,35.52,0,Pilot signal OK,308,0.6281
STN_001,2024-01-22 19:56:52.615680,SES_001685,241.57,33.86,8.18,40.38,0,Power delivery stable,298,0.6771
STN_006,2024-02-24 12:30:41.814519,SES_004363,239.32,32.02,7.664,35.94,0,Power delivery stable,313,0.6663
STN_002,2024-02-08 11:14:43.589376,SES_003050,244.19,30.49,7.446,37.99,0,Power delivery stable,342,0.7074
